Date,FTR,HTGS,ATGS,HTGC,ATGC,HTP,ATP,HM1,HM2,HM3,HM4,HM5,AM1,AM2,AM3,AM4,AM5,HTWinStreak3,HTWinStreak5,HTLossStreak3,HTLossStreak5,ATWinStreak3,ATWinStreak5,ATLossStreak3,ATLossStreak5,HTGD,ATGD,DiffPts,DiffFormPts
2010-10-30,H,0.08823529411764706,0.09523809523809523,0.0963855421686747,0.16455696202531644,1.0,1.0,D,W,W,D,L,L,L,W,W,D,0,0,0,0,0,0,0,0,0.1,-0.3,0.0,0.1
2010-10-30,H,0.09803921568627451,0.06666666666666667,0.13253012048192772,0.20253164556962025,0.9,1.0,L,L,D,D,D,D,D,W,D,L,0,0,0,0,0,0,0,0,-0.1,-0.9,-0.1,-0.3
2010-10-30,H,0.19607843137254902,0.10476190476190476,0.14457831325301204,0.10126582278481013,1.7,1.5,W,D,D,D,W,D,W,W,L,W,0,0,0,0,0,0,0,0,0.8,0.3,0.2,-0.1
2010-10-30,H,0.0784313725490196,0.11428571428571428,0.18072289156626506,0.10126582278481013,0.6,1.7,L,D,L,L,L,L,W,W,W,W,0,0,1,0,1,0,0,0,-0.7,0.4,-1.1,-1.1
2010-10-31,NH,0.08823529411764706,0.09523809523809523,0.1566265060240964,0.1518987341772152,1.1,1.0,L,D,L,W,D,W,L,L,D,L,0,0,0,0,0,0,0,0,-0.4,-0.2,0.1,0.1
2010-10-31,NH,0.12745098039215685,0.08571428571428572,0.1566265060240964,0.17721518987341772,1.2,0.9,D,W,D,D,D,W,L,L,D,L,0,0,0,0,0,0,0,0,0.0,-0.5,0.3,0.3
2010-10-31,H,0.13725490196078433,0.0761904761904762,0.1566265060240964,0.08860759493670886,1.1,1.2,W,D,L,L,W,W,D,D,D,D,0,0,0,0,0,0,0,0,0.1,0.1,-0.1,0.0
2010-01-11,H,0.12745098039215685,0.12380952380952381,0.24096385542168675,0.189873417721519,1.0,1.5,L,L,W,L,L,W,D,D,W,W,0,0,0,0,0,0,0,0,-0.7,-0.2,-0.5,-0.8
2010-06-11,NH,0.09803921568627451,0.06666666666666667,0.14457831325301204,0.22784810126582278,1.0,0.5454545454545454,D,W,L,L,D,L,L,D,D,W,0,0,0,0,0,0,0,0,-0.18181818181818182,-1.0,0.45454545454545453,0.0
2010-06-11,H,0.08823529411764706,0.06666666666666667,0.14457831325301204,0.22784810126582278,0.8181818181818182,0.9090909090909091,L,L,D,L,W,L,D,D,W,D,0,0,0,0,0,0,0,0,-0.2727272727272727,-1.0,-0.09090909090909091,-0.18181818181818182
2010-06-11,NH,0.14705882352941177,0.09523809523809523,0.25301204819277107,0.10126582278481013,1.1818181818181819,1.1818181818181819,W,L,L,W,L,W,D,W,W,D,0,0,0,0,0,0,0,0,-0.5454545454545454,0.18181818181818182,0.0,-0.45454545454545453
2010-06-11,H,0.12745098039215685,0.10476190476190476,0.1686746987951807,0.12658227848101267,1.0909090909090908,1.3636363636363635,L,D,W,D,D,L,D,W,W,L,0,0,0,0,0,0,0,0,-0.09090909090909091,0.09090909090909091,-0.2727272727272727,-0.09090909090909091
2010-06-11,NH,0.11764705882352941,0.08571428571428572,0.13253012048192772,0.16455696202531644,1.0909090909090908,1.0909090909090908,W,L,L,D,D,D,L,D,L,W,0,0,0,0,0,0,0,0,0.09090909090909091,-0.36363636363636365,0.0,0.0
2010-06-11,H,0.21568627450980393,0.09523809523809523,0.14457831325301204,0.20253164556962025,1.8181818181818181,0.8181818181818182,W,W,D,D,D,W,L,D,L,L,0,0,0,0,0,0,0,0,0.9090909090909091,-0.5454545454545454,1.0,0.45454545454545453
2010-06-11,H,0.08823529411764706,0.09523809523809523,0.14457831325301204,0.17721518987341772,1.0909090909090908,0.9090909090909091,L,W,D,D,D,L,L,L,W,W,0,0,0,0,0,0,0,0,-0.2727272727272727,-0.36363636363636365,0.18181818181818182,0.0
2010-07-11,NH,0.21568627450980393,0.18095238095238095,0.12048192771084337,0.17721518987341772,1.8181818181818181,1.2727272727272727,W,W,W,L,L,W,W,D,L,L,0,0,0,0,0,0,0,0,1.0909090909090908,0.45454545454545453,0.5454545454545454,0.18181818181818182
2010-07-11,H,0.09803921568627451,0.2571428571428571,0.1686746987951807,0.0379746835443038,1.0909090909090908,2.272727272727273,W,W,L,L,D,W,W,D,W,L,0,0,0,0,0,0,0,0,-0.36363636363636365,2.1818181818181817,-1.1818181818181819,-0.2727272727272727
2010-07-11,NH,0.13725490196078433,0.12380952380952381,0.20481927710843373,0.12658227848101267,1.3636363636363635,1.5454545454545454,L,W,D,D,W,L,L,W,W,W,0,0,0,0,1,0,0,0,-0.2727272727272727,0.2727272727272727,-0.18181818181818182,-0.09090909090909091
2010-09-11,H,0.09803921568627451,0.11428571428571428,0.1927710843373494,0.17721518987341772,0.8333333333333334,1.0,L,L,L,L,W,D,D,W,L,L,0,0,0,0,0,0,0,0,-0.5,-0.16666666666666666,-0.16666666666666666,-0.16666666666666666
2010-09-11,NH,0.12745098039215685,0.10476190476190476,0.1686746987951807,0.1518987341772152,1.25,1.25,L,L,D,W,W,W,L,W,D,D,0,0,0,0,0,0,0,0,-0.08333333333333333,-0.08333333333333333,0.0,-0.08333333333333333
